"Unit_Code","Plot_Name","Sample_Year","Date","Cycle","CWD_Vol","Tag","Latin_Name","Decay_Class","Density"
"MORR","MORR-011",2015,20150526,3,33.8509957294904,NA,"Betula lenta",3,NA
"MORR","MORR-011",2015,20150526,3,80.1909977324404,NA,"Liriodendron tulipifera",3,NA
"MORR","MORR-011",2015,20150526,3,2.75003421579014,NA,"Quercus velutina",1,NA
"MORR","MORR-011",2015,20150526,3,11.0533863606499,NA,"Unknown Hardwood",3,NA
"MIMA","MIMA-005",2014,20140617,3,3.15032184893329,NA,"Unknown Hardwood",2,NA
"MIMA","MIMA-005",2014,20140617,3,9.7253013738054,NA,"Robinia pseudoacacia",2,NA
"MORR","MORR-012",2011,20110525,2,5.65968724024567,NA,"Betula lenta",3,NA
"MIMA","MIMA-002",2014,20140617,3,12.0914440168541,NA,"Populus tremuloides",2,NA
"MORR","MORR-007",2019,20190521,4,3.15332564095889,NA,"Unknown Hardwood",3,NA
"MORR","MORR-007",2019,20190521,4,22.3712879017282,NA,"Betula lenta",3,NA
"ACAD","ACAD-128",2009,20090623,1,5.51479512686171,NA,"Acer rubrum",2,NA
"ACAD","ACAD-128",2009,20090623,1,5.56958996635046,NA,"Populus grandidentata",2,NA
"ACAD","ACAD-043",2011,20110621,2,3.53233703975084,NA,"Populus",3,NA
"ACAD","ACAD-043",2011,20110621,2,14.3538041137364,NA,"Unknown Hardwood",4,NA
"ACAD","ACAD-043",2011,20110621,2,4.75896810999595,NA,"Populus",4,NA
"ACAD","ACAD-047",2007,20070717,1,6.1694423866387,NA,"Unknown Conifer",4,NA
"ACAD","ACAD-047",2007,20070717,1,11.0739985045235,NA,"Pinus strobus",3,NA
"ACAD","ACAD-176",2019,20190626,4,7.56547631339969,NA,"Picea",4,NA
"ACAD","ACAD-176",2019,20190626,4,4.34198594662517,NA,"Picea",2,NA
"ACAD","ACAD-176",2019,20190626,4,16.1482716499078,NA,"Picea",3,NA
"ROVA","ROVA-040",2009,20090611,1,7.69038482514176,NA,"Unknown Tree - 01",3,NA
"ROVA","ROVA-040",2009,20090611,1,8.65156133165897,NA,"Unknown Hardwood",4,NA
"ACAD","ACAD-087",2012,20120710,2,7.30926645026619,NA,"Populus grandidentata",3,NA
"ACAD","ACAD-087",2012,20120710,2,3.9718278069371,NA,"Populus grandidentata",4,NA
"ACAD","ACAD-087",2012,20120710,2,3.83192529041904,NA,"Populus grandidentata",2,NA
"ACAD","ACAD-017",2006,20060621,1,4.63393672596418,NA,"Unknown Tree - 01",3,NA
"WEFA","WEFA-009",2009,20090615,1,93.6263674892579,NA,"Unknown Hardwood",3,NA
"SAGA","SAGA-002",2014,20140611,3,28.3547542319428,NA,"Unknown Conifer",4,NA
"MORR","MORR-028",2017,20170522,3,8.62035402098781,NA,"Fagus grandifolia",3,NA
"ROVA","ROVA-002",2007,20070621,1,45.8698071616049,NA,"Unknown Hardwood",3,NA
"MORR","MORR-015",2007,20070618,1,21.8253817299951,NA,"Unknown Hardwood",4,NA
"ACAD","ACAD-087",2008,20080710,1,3.96958757652475,NA,"Populus grandidentata",2,NA
"ACAD","ACAD-087",2008,20080710,1,7.92284714180085,NA,"Populus grandidentata",4,NA
"ACAD","ACAD-087",2008,20080710,1,27.0566618804598,NA,"Populus grandidentata",3,NA
"ACAD","ACAD-033",2014,20140708,3,4.54165275968197,NA,"Thuja occidentalis",3,NA
"SAGA","SAGA-008",2006,20060804,1,18.5442204578782,NA,"Betula papyrifera",4,NA
"SAGA","SAGA-008",2006,20060804,1,11.5981085885812,NA,"Acer rubrum",3,NA
"SAGA","SAGA-008",2006,20060804,1,7.92792856853078,NA,"Unknown Conifer",4,NA
"ACAD","ACAD-075",2007,20070808,1,3.50842784804582,NA,"Quercus rubra",3,NA
"ACAD","ACAD-124",2008,20080729,1,2.74322787838435,NA,"Picea rubens",1,NA
"ACAD","ACAD-124",2008,20080729,1,8.91141678070034,NA,"Betula papyrifera",1,NA
"ACAD","ACAD-124",2008,20080729,1,28.1102514764227,NA,"Pinus strobus",2,NA
"ACAD","ACAD-124",2008,20080729,1,14.5050445445861,NA,"Betula papyrifera",3,NA
"ACAD","ACAD-124",2008,20080729,1,10.3412906112868,NA,"Unknown Conifer",2,NA
"ACAD","ACAD-124",2008,20080729,1,17.2131510238064,NA,"Acer rubrum",2,NA
"ACAD","ACAD-124",2008,20080729,1,3.31778901681459,NA,"Betula papyrifera",2,NA
"ACAD","ACAD-176",2011,20110714,2,36.6484652782596,NA,"Picea rubens",2,NA
"MIMA","MIMA-005",2018,20180618,4,9.52855741764466,NA,"Robinia pseudoacacia",2,NA
"MIMA","MIMA-005",2018,20180618,4,2.80959689609762,NA,"Unknown Conifer",3,NA
"WEFA","WEFA-010",2017,20170613,3,7.24726520854392,NA,"Unknown Hardwood",3,NA
"SARA","SARA-020",2012,20120531,2,5.00595958628988,NA,"Rhamnus cathartica",1,NA
"SARA","SARA-020",2012,20120531,2,5.39238151257316,NA,"Pinus strobus",3,NA
"ACAD","ACAD-028",2010,20100713,2,9.21344911061691,NA,"Pinus strobus",3,NA
"ROVA","ROVA-013",2015,20150609,3,4.63527112274887,NA,"Ulmus",3,NA
"ROVA","ROVA-013",2015,20150609,3,41.8271506638581,NA,"Picea abies",3,NA
"MORR","MORR-026",2013,20130530,2,23.1127941084592,NA,"Unknown Hardwood",5,NA
"SAGA","SAGA-013",2008,20080618,1,9.92118748294147,NA,"Betula papyrifera",5,NA
"SAGA","SAGA-013",2008,20080618,1,3.98663946162845,NA,"Betula papyrifera",2,NA
"SAGA","SAGA-013",2008,20080618,1,3.95748198765532,NA,"Unknown Hardwood",3,NA
"SAGA","SAGA-013",2008,20080618,1,5.38657270541974,NA,"Unknown Conifer",3,NA
"ROVA","ROVA-030",2013,20130604,2,6.18356560571144,NA,"Unknown Hardwood",2,NA
"ROVA","ROVA-030",2013,20130604,2,39.553260639788,NA,"Unknown Hardwood",3,NA
"ROVA","ROVA-030",2013,20130604,2,143.990324765944,NA,"Unknown Hardwood",4,NA
"ROVA","ROVA-030",2013,20130604,2,154.589140142786,NA,"Unknown species",4,NA
"MORR","MORR-025",2017,20170522,3,14.328477500035,NA,"Unknown Hardwood",4,NA
"MORR","MORR-025",2017,20170522,3,21.0320325837082,NA,"Acer rubrum",3,NA
"MORR","MORR-029",2013,20130528,2,7.93367652541453,NA,"Betula lenta",3,NA
"ACAD","ACAD-028",2006,20060704,1,4.69098476161423,NA,"Unknown Tree - 01",5,NA
"ACAD","ACAD-028",2006,20060704,1,17.7391776849277,NA,"Unknown Tree - 01",3,NA
"ACAD","ACAD-028",2006,20060704,1,4.08710653860733,NA,"Betula alleghaniensis",3,NA
"MORR","MORR-007",2007,20070613,1,3.96958757652475,NA,"Unknown Hardwood",3,NA
"ACAD","ACAD-030",2018,20180625,4,2.7516131093836,NA,"Picea",3,NA
"ACAD","ACAD-030",2018,20180625,4,47.4116898939083,NA,"Pinus strobus",3,NA
"ACAD","ACAD-101",2012,20120703,2,4.92670833085762,NA,"Unknown species",4,NA
"ACAD","ACAD-101",2012,20120703,2,31.4672054072944,NA,"Picea rubens",4,NA
"ACAD","ACAD-101",2012,20120703,2,37.2397799178909,NA,"Picea rubens",1,NA
"ACAD","ACAD-101",2012,20120703,2,50.1368918163492,NA,"Picea rubens",3,NA
"MABI","MABI-007",2014,20140604,3,3.21908545922777,NA,"Fraxinus americana",1,NA
"MABI","MABI-007",2014,20140604,3,3.66791225069669,NA,"Acer saccharum",2,NA
"MABI","MABI-007",2014,20140604,3,10.8737969044559,NA,"Acer saccharum",1,NA
"ACAD","ACAD-098",2015,20150629,3,26.2900716514952,NA,"Picea rubens",2,NA
"ACAD","ACAD-037",2006,20060712,1,17.2291127453331,NA,"Quercus rubra",3,NA
"MORR","MORR-009",2007,20070613,1,5.39397699599347,NA,"Unknown Hardwood",2,NA
"ACAD","ACAD-135",2013,20130715,2,120.37159178548,NA,"Thuja occidentalis",3,NA
"MORR","MORR-017",2009,20090526,1,16.8548408995473,NA,"Unknown Hardwood",3,NA
"MORR","MORR-017",2009,20090526,1,7.04519444374658,NA,"Robinia pseudoacacia",3,NA
"MORR","MORR-017",2009,20090526,1,9.41881952489167,NA,"Robinia pseudoacacia",2,NA
"MORR","MORR-017",2009,20090526,1,19.9522108270167,NA,"Unknown Hardwood",2,NA
"SARA","SARA-018",2008,20080602,1,9.89701996887016,NA,"Betula papyrifera",4,NA
"ACAD","ACAD-065",2011,20110628,2,18.8073627773854,NA,"Betula papyrifera",4,NA
"ACAD","ACAD-065",2011,20110628,2,11.9315055476717,NA,"Picea rubens",2,NA
"ACAD","ACAD-065",2011,20110628,2,4.99819998635398,NA,"Betula papyrifera",3,NA
"ROVA","ROVA-007",2007,20070625,1,10.8083178408343,NA,"Unknown Hardwood",2,NA
"ROVA","ROVA-007",2007,20070625,1,39.61221056387,NA,"Unknown Hardwood",4,NA
"ROVA","ROVA-007",2007,20070625,1,72.407930969027,NA,"Unknown Hardwood",3,NA
"SAGA","SAGA-018",2008,20080618,1,53.6406866030596,NA,"Unknown Tree - 01",3,NA
"SAGA","SAGA-018",2008,20080618,1,82.3331459158258,NA,"Unknown Tree - 01",2,NA
"ACAD","ACAD-074",2019,20190617,4,6.70303518768125,NA,"Unknown Conifer",3,NA
"ACAD","ACAD-074",2019,20190617,4,4.86590192938902,NA,"Picea rubens",1,NA
"ACAD","ACAD-074",2019,20190617,4,20.2926397687942,NA,"Unknown Conifer",4,NA
"ACAD","ACAD-074",2019,20190617,4,20.6839093865593,NA,"Picea rubens",3,NA
"ACAD","ACAD-074",2019,20190617,4,4.86962987138604,NA,"Abies balsamea",3,NA
"ROVA","ROVA-017",2007,20070628,1,28.1076413765398,NA,"Unknown Hardwood",3,NA
"SARA","SARA-013",2018,20180529,4,5.57642765832008,NA,"Carya cordiformis",3,NA
"SARA","SARA-013",2018,20180529,4,4.50461947461095,NA,"Unknown Hardwood",3,NA
"ACAD","ACAD-033",2006,20060710,1,3.32995518630209,NA,"Picea rubens",4,NA
"ACAD","ACAD-033",2006,20060710,1,4.66802571073809,NA,"Unknown Conifer",4,NA
"ACAD","ACAD-097",2008,20080715,1,4.66802571073809,NA,"Picea rubens",3,NA
"SARA","SARA-001",2014,20140527,3,17.5505959541682,NA,"Rhamnus cathartica",2,NA
"SAGA","SAGA-021",2012,20120613,2,7.96386845279049,NA,"Acer rubrum",2,NA
"SAGA","SAGA-021",2012,20120613,2,12.1637226587449,NA,"Unknown species",5,NA
"SAGA","SAGA-021",2012,20120613,2,7.05449939070715,NA,"Acer",3,NA
"ACAD","ACAD-033",2010,20100707,2,3.63501162236889,NA,"Picea rubens",4,NA
"ACAD","ACAD-033",2010,20100707,2,6.24198097289052,NA,"Unknown Tree - 01",3,NA
"ACAD","ACAD-033",2010,20100707,2,7.10198724026655,NA,"Unknown Conifer",4,NA
"ACAD","ACAD-040",2011,20110705,2,8.91134849641655,NA,"Thuja occidentalis",1,NA
"ACAD","ACAD-040",2011,20110705,2,9.9290024913777,NA,"Picea rubens",2,NA
"ACAD","ACAD-040",2011,20110705,2,3.14895151035411,NA,"Thuja occidentalis",2,NA
"ACAD","ACAD-040",2011,20110705,2,9.59279356792224,NA,"Thuja occidentalis",3,NA
"ACAD","ACAD-004",2014,20140626,3,10.9986428393411,NA,"Unknown Conifer",4,NA
"MORR","MORR-029",2009,20090601,1,10.6827264494928,NA,"Betula",1,NA
"ROVA","ROVA-018",2011,20110607,2,20.5995191047903,NA,"Quercus montana",3,NA
"ACAD","ACAD-018",2010,20100715,2,10.6648020572121,NA,"Acer rubrum",3,NA
"ACAD","ACAD-018",2010,20100715,2,4.28478532946773,NA,"Betula papyrifera",4,NA
"SAGA","SAGA-013",2016,20160609,3,3.33808692969139,NA,"Unknown Conifer",4,NA
"SAGA","SAGA-013",2016,20160609,3,4.11739727173893,NA,"Quercus",4,NA
"ACAD","ACAD-096",2008,20080710,1,20.4324468998467,NA,"Picea rubens",1,NA
"SAGA","SAGA-001",2006,20060801,1,14.5582338310232,NA,"Unknown Conifer",4,NA
"SAGA","SAGA-001",2006,20060801,1,6.73963475396505,NA,"Unknown Conifer",3,NA
"SAGA","SAGA-001",2006,20060801,1,6.19206542907414,NA,"Unknown Tree - 01",3,NA
"SAGA","SAGA-001",2006,20060801,1,11.6058703953739,NA,"Pinus strobus",2,NA
"SAGA","SAGA-001",2006,20060801,1,4.66802571073809,NA,"Unknown Conifer",2,NA
"ACAD","ACAD-145",2017,20170706,3,24.3662797121629,NA,"Picea rubens",2,NA
"ACAD","ACAD-136",2013,20130709,2,3.02346888416107,NA,"Acer rubrum",2,NA
"ACAD","ACAD-136",2013,20130709,2,2.90855745565459,NA,"Acer rubrum",3,NA
"ACAD","ACAD-026",2006,20060629,1,2.86682332278012,NA,"Thuja occidentalis",3,NA
"ACAD","ACAD-026",2006,20060629,1,58.0531722862973,NA,"Unknown Conifer",4,NA
"ACAD","ACAD-026",2006,20060629,1,26.9349540065195,NA,"Thuja occidentalis",4,NA
"ACAD","ACAD-046",2019,20190625,4,10.5709741138191,NA,"Betula populifolia",3,NA
"ACAD","ACAD-046",2019,20190625,4,4.28368899018056,NA,"Abies balsamea",3,NA
"ACAD","ACAD-029",2006,20060705,1,3.94844312744877,NA,"Unknown Conifer",2,NA
"ACAD","ACAD-029",2006,20060705,1,3.31778901681459,NA,"Thuja occidentalis",2,NA
"ACAD","ACAD-021",2010,20100720,2,3.03706102484267,NA,"Pinus rigida",3,NA
"ACAD","ACAD-018",2014,20140709,3,3.94885815963746,NA,"Betula",4,NA
"ACAD","ACAD-018",2014,20140709,3,4.99686014540811,NA,"Acer rubrum",3,NA
"ACAD","ACAD-159",2017,20170705,3,87.5121647328137,NA,"Populus grandidentata",3,NA
"ACAD","ACAD-159",2017,20170705,3,2.75517956979655,NA,"Unknown Hardwood",3,NA
"SAGA","SAGA-017",2012,20120614,2,47.0779643128362,NA,"Unknown species",4,NA
"ACAD","ACAD-075",2019,20190624,4,8.76282993625974,NA,"Abies balsamea",3,NA
"ACAD","ACAD-053",2011,20110707,2,36.2499688067313,NA,"Betula papyrifera",3,NA
"ACAD","ACAD-053",2011,20110707,2,6.38312854772357,NA,"Picea rubens",3,NA
"SAGA","SAGA-003",2010,20100615,2,47.0796371953544,NA,"Pinus strobus",3,NA
"SAGA","SAGA-003",2010,20100615,2,8.25611025494415,NA,"Pinus strobus",4,NA
"ACAD","ACAD-077",2019,20190617,4,7.19439961421809,NA,"Populus",3,NA
"ACAD","ACAD-049",2019,20190618,4,7.96529270217377,NA,"Betula papyrifera",4,NA
"ACAD","ACAD-049",2019,20190618,4,4.37567428857131,NA,"Populus grandidentata",3,NA
"ROVA","ROVA-026",2017,20170608,3,7.85956817308767,NA,"Acer saccharum",2,NA
"ROVA","ROVA-009",2015,20150608,3,48.1399165551276,NA,"Quercus alba",3,NA
"ROVA","ROVA-009",2015,20150608,3,3.63547198092958,NA,"Unknown Hardwood",3,NA
"SARA","SARA-014",2010,20100602,2,19.1340553211216,NA,"Populus tremuloides",3,NA
"SARA","SARA-014",2010,20100602,2,9.68732312670691,NA,"Populus tremuloides",2,NA
"SARA","SARA-014",2010,20100602,2,3.3266477715936,NA,"Ulmus americana",3,NA
"SAGA","SAGA-020",2016,20160609,3,3.35154916464646,NA,"Acer rubrum",3,NA
"SAGA","SAGA-020",2016,20160609,3,12.112858313777,NA,"Betula papyrifera",3,NA
"MORR","MORR-023",2009,20090527,1,17.9608504047778,NA,"Acer",1,NA
"MORR","MORR-023",2009,20090527,1,10.5020730327049,NA,"Quercus",2,NA
"MORR","MORR-023",2009,20090527,1,2.76214539096928,NA,"Unknown Hardwood",4,NA
"MORR","MORR-023",2009,20090527,1,6.33075971195859,NA,"Acer",2,NA
"MORR","MORR-023",2009,20090527,1,7.70462349521037,NA,"Unknown Hardwood",3,NA
"ROVA","ROVA-010",2011,20110531,2,77.3690011086531,NA,"Unknown species",3,NA
"ROVA","ROVA-010",2011,20110531,2,4.38599779527512,NA,"Tsuga canadensis",3,NA
"ACAD","ACAD-078",2015,20150623,3,17.7064870473267,NA,"Unknown Conifer",3,NA
"ACAD","ACAD-172",2018,20180703,4,2.79667910764647,NA,"Thuja occidentalis",2,NA
"ACAD","ACAD-019",2014,20140707,3,4.9228068313445,NA,"Picea",3,NA
"ROVA","ROVA-016",2011,20110608,2,157.285885149774,NA,"Pinus resinosa",3,NA
"ROVA","ROVA-016",2011,20110608,2,10.9716409545346,NA,"Pinus resinosa",5,NA
"ROVA","ROVA-016",2011,20110608,2,103.053226220764,NA,"Pinus resinosa",4,NA
"MIMA","MIMA-013",2008,20080624,1,6.70573336797152,NA,"Unknown Hardwood",3,NA
"MIMA","MIMA-013",2008,20080624,1,23.7723744397351,NA,"Unknown Hardwood",2,NA
"ACAD","ACAD-061",2007,20070726,1,5.4138049662998,NA,"Betula papyrifera",3,NA
"ACAD","ACAD-061",2007,20070726,1,2.76214539096928,NA,"Betula papyrifera",2,NA
"ACAD","ACAD-061",2007,20070726,1,2.76214539096928,NA,"Picea rubens",2,NA
"MORR","MORR-005",2011,20110523,2,43.0339653864019,NA,"Unknown Hardwood",3,NA
"ROVA","ROVA-030",2009,20090608,1,127.079143825821,NA,"Quercus",4,NA
"ROVA","ROVA-030",2009,20090608,1,18.1958265570795,NA,"Unknown Hardwood",2,NA
"ROVA","ROVA-030",2009,20090608,1,190.59480387368,NA,"Unknown Tree - 01",3,NA
"SARA","SARA-022",2008,20080603,1,3.94844312744877,NA,"Pinus strobus",1,NA
"ACAD","ACAD-002",2006,20060607,1,5.39397699599347,NA,"Pinus",1,NA
"ACAD","ACAD-002",2006,20060607,1,7.1266552587739,NA,"Pinus",2,NA
"SARA","SARA-013",2014,20140530,3,4.03454829235537,NA,"Unknown species",3,NA
"SARA","SARA-013",2014,20140530,3,4.0287194942833,NA,"Carya",2,NA
"SARA","SARA-013",2014,20140530,3,4.94889021766509,NA,"Ostrya virginiana",2,NA
"MABI","MABI-015",2016,20160608,3,14.5827210276499,NA,"Pinus",3,NA
"MABI","MABI-015",2016,20160608,3,4.65875208633807,NA,"Pinus",4,NA
"MABI","MABI-021",2008,20080611,1,4.12822558480337,NA,"Unknown Tree - 01",4,NA
"ACAD","ACAD-013",2014,20140623,3,12.7665711409718,NA,"Unknown Conifer",4,NA
"MABI","MABI-013",2016,20160607,3,83.9959430403138,NA,"Betula papyrifera",1,NA
"MABI","MABI-001",2018,20180611,4,2.92039961394688,NA,"Unknown Hardwood",3,NA
"MABI","MABI-021",2016,20160614,3,11.9977724263967,NA,"Fraxinus",3,NA
"MABI","MABI-021",2016,20160614,3,8.97060604727329,NA,"Fagus grandifolia",4,NA
"WEFA","WEFA-010",2009,20090617,1,12.0575582004467,NA,"Unknown Tree - 01",3,NA
"ACAD","ACAD-070",2011,20110714,2,11.628985595017,NA,"Picea mariana",1,NA
"ACAD","ACAD-070",2011,20110714,2,2.79670040580002,NA,"Picea",3,NA
"ROVA","ROVA-029",2009,20090608,1,3.1560977891411,NA,"Unknown Hardwood",3,NA
"ROVA","ROVA-029",2009,20090608,1,20.0960371061565,NA,"Unknown Hardwood",2,NA
"MABI","MABI-024",2008,20080616,1,71.3492953867317,NA,"Pinus resinosa",1,NA
"ACAD","ACAD-065",2015,20150630,3,4.63958935091432,NA,"Betula",3,NA
"ACAD","ACAD-065",2015,20150630,3,15.242998046825,NA,"Betula",4,NA
"ACAD","ACAD-065",2015,20150630,3,13.1075262461186,NA,"Picea",2,NA
"ACAD","ACAD-065",2015,20150630,3,3.62730536084934,NA,"Picea",3,NA
"MABI","MABI-017",2012,20120612,2,2.7757306281741,NA,"Unknown Hardwood",2,NA
"MABI","MABI-017",2012,20120612,2,2.75716801693875,NA,"Pinus resinosa",1,NA
"MABI","MABI-017",2012,20120612,2,8.02186151542315,NA,"Unknown Conifer",3,NA
"MABI","MABI-017",2012,20120612,2,15.9882084182828,NA,"Pinus resinosa",2,NA
"SAGA","SAGA-011",2012,20120613,2,4.10285589201513,NA,"Unknown Conifer",4,NA
"SAGA","SAGA-011",2012,20120613,2,4.10285589201513,NA,"Unknown Conifer",3,NA
"SAGA","SAGA-011",2012,20120613,2,3.24435202603152,NA,"Unknown species",3,NA
"MIMA","MIMA-006",2010,20100621,2,4.29123577956593,NA,"Robinia pseudoacacia",3,NA
"MIMA","MIMA-006",2010,20100621,2,7.93559686643466,NA,"Unknown species",3,NA
"MIMA","MIMA-006",2010,20100621,2,3.03654600328166,NA,"Acer platanoides",1,NA
"ACAD","ACAD-079",2007,20070813,1,6.69041752151041,NA,"Picea",3,NA
"ACAD","ACAD-079",2007,20070813,1,8.88399703675973,NA,"Picea",1,NA
"ACAD","ACAD-106",2016,20160718,3,4.84617197484821,NA,"Betula papyrifera",3,NA
"ROVA","ROVA-017",2015,20150604,3,12.3965969638066,NA,"Unknown Hardwood",4,NA
"ROVA","ROVA-017",2015,20150604,3,6.18209428063739,NA,"Fagus grandifolia",4,NA
"WEFA","WEFA-008",2013,20130617,2,2.74306487137954,NA,"Unknown Hardwood",3,NA
"WEFA","WEFA-008",2013,20130617,2,16.4652468904557,NA,"Acer rubrum",3,NA
"SARA","SARA-023",2016,20160601,3,3.31736454331353,NA,"Unknown Hardwood",3,NA
"MABI","MABI-017",2008,20080616,1,18.6721028429524,NA,"Pinus resinosa",2,NA
"MABI","MABI-017",2008,20080616,1,3.95024814487347,NA,"Pinus resinosa",3,NA
"MABI","MABI-017",2008,20080616,1,8.94935106674048,NA,"Unknown Conifer",4,NA
"ACAD","ACAD-141",2013,20130709,2,15.1343405667847,NA,"Picea rubens",3,NA
"ACAD","ACAD-141",2013,20130709,2,8.33733870691954,NA,"Betula papyrifera",4,NA
"ACAD","ACAD-141",2013,20130709,2,11.8432931358419,NA,"Picea rubens",2,NA
"ACAD","ACAD-141",2013,20130709,2,14.6008962448128,NA,"Unknown Conifer",3,NA
"ACAD","ACAD-017",2014,20140709,3,11.5284151589102,NA,"Picea rubens",4,NA
"ACAD","ACAD-017",2014,20140709,3,3.22246186301725,NA,"Populus grandidentata",4,NA
"ACAD","ACAD-112",2016,20160705,3,2.96140628336552,NA,"Quercus rubra",4,NA
