Latin_Name,NCRN_Common,Common,Family,Genus,Species,TSN,Favorite,Woody,Herbaceous,Targeted_Herb,Tree,Shrub,Vine,Exotic
Abies balsamea,balsam fir,balsam fir,Pinaceae,Abies,balsamea,18032,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Abies fraseri,Fraser fir,"Fraser fir, balsam fir, eastern fir, fraser balsam fir, southern balsam, southern fir",Pinaceae,Abies,fraseri,181829,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Abutilon theophrasti,velvetleaf,"Indian mallow, butterprint, buttonweed, velvetleaf, velvetleaf (or butterprint), velvetleaf Indian mallow",Malvaceae,Abutilon,theophrasti,21674,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Acalypha gracilens,,"slender copperleaf, slender threeseed mercury",Euphorbiaceae,Acalypha,gracilens,28183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acalypha rhomboidea,common threeseed mercury,Virginia threeseed mercury,Euphorbiaceae,Acalypha,rhomboidea,28193,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acalypha virginica,Virginia threeseed mercury,"Virginia copperleaf, Virginia threeseed mercury, mercuryweed, threeseeded mercury, wax balls",Euphorbiaceae,Acalypha,virginica,28195,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acanthospermum australe,,Paraguayan starburr,Asteraceae,Acanthospermum,australe,36445,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Acer leucoderme,,"chalk maple, white-bark maple",Aceraceae,Acer,leucoderme,28761,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer negundo,box elder,"ashleaf maple, box elder, boxelder, boxelder maple, california boxelder, manitoba maple, western boxelder",Aceraceae,Acer,negundo,28749,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer nigrum,black maple,"black maple, black sugar maple, hard maple, rock maple, sugar maple",Aceraceae,Acer,nigrum,182135,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer palmatum,,Japanese maple,Aceraceae,Acer,palmatum,182136,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Acer pensylvanicum,striped maple,"moosewood, striped maple",Aceraceae,Acer,pensylvanicum,28754,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer platanoides,Norway maple,Norway maple,Aceraceae,Acer,platanoides,28755,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Acer pseudoplatanus,,"sycamore, sycamore maple",Aceraceae,Acer,pseudoplatanus,28756,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Acer rubrum,red maple,red maple,Aceraceae,Acer,rubrum,28728,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer saccharinum,silver maple,silver maple,Aceraceae,Acer,saccharinum,28757,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer saccharum,sugar maple,sugar maple,Aceraceae,Acer,saccharum,28731,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer spicatum,mountain maple,"moose maple, mountain maple",Aceraceae,Acer,spicatum,28758,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Acer spp.,,"maple, maples",Aceraceae,Acer,,28727,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Achillea millefolium,common yarrow,"bloodwort, carpenter's weed, common yarrow, milfoil, plumajillo, western yarrow, yarrow (common)",Asteraceae,Achillea,millefolium,35423,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Acinos arvensis,,basil thyme,Lamiaceae,Acinos,arvensis,184862,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Aconitum reclinatum,,trailing white monkshood,Ranunculaceae,Aconitum,reclinatum,18420,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Aconitum uncinatum,,southern blue monkshood,Ranunculaceae,Aconitum,uncinatum,18421,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acorus americanus,,sweetflag,Acoraceae,Acorus,americanus,182561,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acorus calamus,calamus,"calamus, sweetflag",Acoraceae,Acorus,calamus,564989,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Acorus calamus,,,Acoraceae,Acorus,calamus,42523,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Actaea pachypoda,,"baneberry, white baneberry",Ranunculaceae,Actaea,pachypoda,18722,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Actinomeris alternifolia,,,Asteraceae,Actinomeris,alternifolia,508357,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Adiantum pedatum,northern maidenhair,"maidenfern, maidenhair, maidenhair fern, northern maidenhair",Pteridaceae,Adiantum,pedatum,17311,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Adlumia fungosa,,"allegheny vine, climbing fumitory",Fumariaceae,Adlumia,fungosa,18897,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Aegopodium podagraria,bishop's goutweed,bishop's goutweed,Apiaceae,Aegopodium,podagraria,29567,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Aesculus californica,,California buckeye,Hippocastanaceae,Aesculus,californica,28716,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Aesculus flava,,yellow buckeye,Hippocastanaceae,Aesculus,flava,28717,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aesculus hippocastanum,,horse chestnut,Hippocastanaceae,Aesculus,hippocastanum,28721,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Aesculus octandra,,,Hippocastanaceae,Aesculus,octandra,28725,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aesculus parviflora,,bottlebrush buckeye,Hippocastanaceae,Aesculus,parviflora,28722,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Agalinis auriculata,,earleaf false foxglove,Scrophulariaceae,Agalinis,auriculata,182269,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agalinis fasciculata,beach false foxglove,beach false foxglove,Scrophulariaceae,Agalinis,fasciculata,33021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agalinis obtusifolia,tenlobe false foxglove,tenlobe false foxglove,Scrophulariaceae,Agalinis,obtusifolia,33029,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agalinis purpurea,purple false foxglove,purple false foxglove,Scrophulariaceae,Agalinis,purpurea,33007,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agalinis setacea,,threadleaf false foxglove,Scrophulariaceae,Agalinis,setacea,33013,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agalinis tenuifolia,slenderleaf false foxglove,"slender-leaf false foxglove, slenderleaf false foxglove",Scrophulariaceae,Agalinis,tenuifolia,33036,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agastache nepetoides,yellow giant hyssop,"catnip giant hyssop, yellow giant hyssop, yellow gianthyssop",Lamiaceae,Agastache,nepetoides,32443,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agastache scrophulariifolia,,purple giant hyssop,Lamiaceae,Agastache,scrophulariifolia,32449,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ageratina altissima,white snakeroot,white snakeroot,Asteraceae,Ageratina,altissima,36466,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ageratina aromatica,,lesser snakeroot,Asteraceae,Ageratina,aromatica,36467,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ageratina riparia,,"creeping croftonweed, mist flower, spreading snakeroot",Asteraceae,Ageratina,riparia,36478,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrimonia eupatoria,,churchsteeples,Rosaceae,Agrimonia,eupatoria,25094,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrimonia gryposepala,tall hairy agrimony,"agrimony, tall hairy agrimony, tall hairy grooveburr",Rosaceae,Agrimonia,gryposepala,25095,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrimonia microcarpa,,smallfruit agrimony,Rosaceae,Agrimonia,microcarpa,25097,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrimonia parviflora,harvestlice,"harvestlice, manyflowered groovebur",Rosaceae,Agrimonia,parviflora,25098,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrimonia pubescens,,"aigremoine pubescente, groovebur, roadside agrimony, soft agrimony, soft groovebur",Rosaceae,Agrimonia,pubescens,25099,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrimonia rostellata,beaked agrimony,"beaked agrimony, woodland groovebur",Rosaceae,Agrimonia,rostellata,25100,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrimonia striata,roadside agrimony,"roadside agrimony, woodland grooveburr",Rosaceae,Agrimonia,striata,25101,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agropyron repens,,,Poaceae,Agropyron,repens,40382,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrostemma githago,,"cockle, common corncockle, corn cockle, corncockle, purple cockle",Caryophyllaceae,Agrostemma,githago,20230,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrostis alba,,,Poaceae,Agrostis,alba,40390,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrostis canina,velvet bentgrass,velvet bentgrass,Poaceae,Agrostis,canina,40396,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrostis capillaris,,"colonial bent, colonial bentgrass",Poaceae,Agrostis,capillaris,185249,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrostis elliottiana,,"Elliot bentgrass, Elliott's bentgrass, elliott bentgrass",Poaceae,Agrostis,elliottiana,40397,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrostis gigantea,redtop,"black bent, redtop, water bentgrass",Poaceae,Agrostis,gigantea,40414,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Agrostis hyemalis,winter bentgrass,winter bentgrass,Poaceae,Agrostis,hyemalis,40394,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrostis perennans,upland bentgrass,"autumm bentgrass, upland bent, upland bentgrass",Poaceae,Agrostis,perennans,40423,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agrostis stolonifera,creeping bentgrass,"carpet bentgrass, creeping bent, creeping bentgrass, redtop, redtop bent, seaside bentgrass, spreading bent",Poaceae,Agrostis,stolonifera,40400,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Ailanthus altissima,tree of heaven,"ailanthus, copal tree, tree of heaven, tree-of-heaven",Simaroubaceae,Ailanthus,altissima,28827,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Aira caryophyllea,,silver hairgrass,Poaceae,Aira,caryophyllea,41376,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Ajuga reptans,,common bugle,Lamiaceae,Ajuga,reptans,32454,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Akebia quinata,chocolate vine,chocolate vine,Lardizabalaceae,Akebia,quinata,18857,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Albizia julibrissin,,"mimosa, mimosa tree, powderpuff tree, silk tree, silktree",Fabaceae,Albizia,julibrissin,26449,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Alcea rosea,,hollyhock,Malvaceae,Alcea,rosea,21774,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alchemilla microcarpa,,,Rosaceae,Alchemilla,microcarpa,508522,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Aletris farinosa,white colicroot,white colicroot,Liliaceae,Aletris,farinosa,42769,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alisma plantago-aquatica,European water plantain,American waterplantain,Alismataceae,Alisma,plantago-aquatica,38894,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alisma subcordatum,American water plantain,"American water plantain, waterplaintain",Alismataceae,Alisma,subcordatum,38895,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alisma triviale,,"northern water plantain, northern water-plantain",Alismataceae,Alisma,triviale,182441,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alliaria officinalis,,,Brassicaceae,Alliaria,officinalis,184483,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alliaria petiolata,garlic mustard,"garlic mustard, garlic-mustard",Brassicaceae,Alliaria,petiolata,184481,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Allium canadense,meadow garlic,"Canada garlic, ail du Canada, meadow garlic, meadow onion, wild onion",Liliaceae,Allium,canadense,42635,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Allium cernuum,,nodding onion,Liliaceae,Allium,cernuum,42721,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Allium sativum,,cultivated garlic,Liliaceae,Allium,sativum,42652,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Allium spp.,,"Wild onion, oignon, onion",Liliaceae,Allium,,42634,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Allium tricoccum,wild leek,"ramp, small white leek, wild leek",Liliaceae,Allium,tricoccum,42672,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Allium vineale,wild garlic,wild garlic,Liliaceae,Allium,vineale,42637,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alnus glutinosa,European alder,"European alder, European black alder, black alder",Betulaceae,Alnus,glutinosa,19470,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Alnus rugosa,,,Betulaceae,Alnus,rugosa,19475,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Alnus serrulata,hazel alder,"alder, brook-side alder, hazel alder",Betulaceae,Alnus,serrulata,19468,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Alopecurus carolinianus,Carolina foxtail,"Carolina foxtail, tufted meadow-foxtail",Poaceae,Alopecurus,carolinianus,40440,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alopecurus geniculatus,water foxtail,"marsh meadow-foxtail, water foxtail",Poaceae,Alopecurus,geniculatus,40437,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alopecurus myosuroides,slender meadow foxtail,"blackgrass, slender foxtail, slender meadow foxtail",Poaceae,Alopecurus,myosuroides,40443,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alternanthera philoxeroides,alligatorweed,"alligator weed, alligatorweed, pig weed",Amaranthaceae,Alternanthera,philoxeroides,20770,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Althaea officinalis,common marshmallow,"common marsh-mallow, common marshmallow",Malvaceae,Althaea,officinalis,21610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alyssum alyssoides,,"pale alyssum, pale madwort, yellow alyssum",Brassicaceae,Alyssum,alyssoides,23030,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Amaranthus albus,prostrate pigweed,"pigweed, pigweed amaranth, prostrate pigweed, tumble pigweed, tumbleweed, white pigweed",Amaranthaceae,Amaranthus,albus,20719,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus arenicola,sandhill amaranth,"sandhill amaranth, torrey amaranth",Amaranthaceae,Amaranthus,arenicola,20720,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus blitoides,mat amaranth,"mat amaranth, prostrate amaranth, prostrate pigweed",Amaranthaceae,Amaranthus,blitoides,20723,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus blitum,,purple amaranth,Amaranthaceae,Amaranthus,blitum,181923,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Amaranthus cannabinus,tidalmarsh amaranth,tidalmarsh amaranth,Amaranthaceae,Amaranthus,cannabinus,20716,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus cruentus,,red amaranth,Amaranthaceae,Amaranthus,cruentus,20730,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Amaranthus graecizans,,,Amaranthaceae,Amaranthus,graecizans,184247,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus hybridus,,"green pigweed, slim amaranth, smooth amaranth, smooth pigweed",Amaranthaceae,Amaranthus,hybridus,20735,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus retroflexus,redroot amaranth,"Pigweed, careless weed, red-root amaranth, redroot amaranth, redroot pigweed, rough pigweed",Amaranthaceae,Amaranthus,retroflexus,20745,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus spinosus,spiny amaranth,"pigweed species, spiny amaranth, spiny amaranthus",Amaranthaceae,Amaranthus,spinosus,20748,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amaranthus spp.,,pigweed,Amaranthaceae,Amaranthus,,20715,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambrosia artemisiifolia,annual ragweed,"Roman wormwood, annual ragweed, common ragweed, low ragweed, ragweed, short ragweed, small ragweed",Asteraceae,Ambrosia,artemisiifolia,36496,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambrosia elatior,,,Asteraceae,Ambrosia,elatior,184899,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambrosia trifida,great ragweed,"blood ragweed, giant ragweed, great ragweed, horseweed, perennial ragweed (great), tall ragweed",Asteraceae,Ambrosia,trifida,36521,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amelanchier arborea,common serviceberry,"allegheny serviceberry, apple shadbush, common serviceberry, downy serviceberry, serviceberry, shadblow",Rosaceae,Amelanchier,arborea,25110,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Amelanchier canadensis,Canadian serviceberry,Canadian serviceberry,Rosaceae,Amelanchier,canadensis,25112,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Amelanchier laevis,Allegheny serviceberry,Allegheny serviceberry,Rosaceae,Amelanchier,laevis,182046,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Amelanchier nantucketensis,,Nantucket serviceberry,Rosaceae,Amelanchier,nantucketensis,182047,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Amelanchier obovalis,coastal serviceberry,coastal serviceberry,Rosaceae,Amelanchier,obovalis,25117,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Amelanchier sanguinea,,"huron serviceberry, roundlead juneberry, roundleaf serviceberry, shore shadbush",Rosaceae,Amelanchier,sanguinea,25119,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Amelanchier spicata,,,Rosaceae,Amelanchier,spicata,25120,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Amelanchier spp.,serviceberry,serviceberry,Rosaceae,Amelanchier,,25108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amelanchier stolonifera,running serviceberry,"running service-berry, running serviceberry",Rosaceae,Amelanchier,stolonifera,564999,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Amianthium muscitoxicum,flypoison,flypoison,Liliaceae,Amianthium,muscitoxicum,42775,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ammannia coccinea,valley redstem,"purple ammannia, valley redstem",Lythraceae,Ammannia,coccinea,27091,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ammannia latifolia,pink redstem,pink redstem,Lythraceae,Ammannia,latifolia,27092,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amorpha fruticosa,desert false indigo,"desert false indigo, desert indigobush, dullleaf indigo, false indigo, false indigo-bush, indigobush, leadplant",Fabaceae,Amorpha,fruticosa,25368,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ampelamus albidus,,,Asclepiadaceae,Ampelamus,albidus,30328,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ampelopsis arborea,peppervine,peppervine,Vitaceae,Ampelopsis,arborea,28631,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ampelopsis brevipedunculata,porcelainberry,"Amur peppervine, creeper, porcelainberry, wild grape",Vitaceae,Ampelopsis,brevipedunculata,28632,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Ampelopsis cordata,heartleaf peppervine,"heartleaf ampelopsis, heartleaf peppervine",Vitaceae,Ampelopsis,cordata,28633,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Amphicarpaea bracteata,American hogpeanut,"American hogpeanut, hog-peanut",Fabaceae,Amphicarpaea,bracteata,182067,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Amygdalus persica,,,Rosaceae,Amygdalus,persica,508766,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Anagallis arvensis,scarlet pimpernel,"pimpernel, scarlet pimpernel",Primulaceae,Anagallis,arvensis,24043,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Anagallis minima,chaffweed,chaffweed,Primulaceae,Anagallis,minima,182017,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anagallis monelli,,flaxleaf pimpernel,Primulaceae,Anagallis,monelli,182018,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Anaphalis margaritacea,,"common pearleverlasting, pearly everlasting, pearly-everlasting, western pearly everlasting, western pearlyeverlasting",Asteraceae,Anaphalis,margaritacea,36529,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anchusa arvensis,,"annual bugloss, bugloss, small bugloss",Boraginaceae,Anchusa,arvensis,182243,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Andropogon furcatus,,,Poaceae,Andropogon,furcatus,185269,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Andropogon gerardii,big bluestem,"big bluestem, bluejoint, turkeyfoot",Poaceae,Andropogon,gerardii,40462,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Andropogon glomeratus,bushy bluestem,bushy bluestem,Poaceae,Andropogon,glomeratus,40454,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Andropogon gyrans,,Elliott's bluestem,Poaceae,Andropogon,gyrans,182527,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Andropogon scoparius,,,Poaceae,Andropogon,scoparius,40451,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Andropogon spp.,,bluestem,Poaceae,Andropogon,,40450,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Andropogon ternarius,splitbeard bluestem,splitbeard bluestem,Poaceae,Andropogon,ternarius,40455,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Andropogon virginicus,broomsedge bluestem,"broomsedge, broomsedge bluestem, yellow bluestem",Poaceae,Andropogon,virginicus,40456,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anemone canadensis,Canadian anemone,"Canada anemone, Canadian anemone",Ranunculaceae,Anemone,canadensis,18436,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anemone lancifolia,,mountain thimbleweed,Ranunculaceae,Anemone,lancifolia,18442,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anemone quinquefolia,wood anemone,nightcaps,Ranunculaceae,Anemone,quinquefolia,18448,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anemone virginiana,tall thimbleweed,"Virginia anemone, tall thimbleweed",Ranunculaceae,Anemone,virginiana,18451,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anemonella thalictroides,,,Ranunculaceae,Anemonella,thalictroides,508858,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anethum graveolens,,dill,Apiaceae,Anethum,graveolens,29584,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Angelica atropurpurea,purplestem angelica,purplestem angelica,Apiaceae,Angelica,atropurpurea,29436,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Angelica triquinata,filmy angelica,filmy angelica,Apiaceae,Angelica,triquinata,29452,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Angelica venenosa,,"hairy angelica, venous angelica",Apiaceae,Angelica,venenosa,29453,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Angelica villosa,,,Apiaceae,Angelica,villosa,184755,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Antennaria arnoglossa,,,Asteraceae,Antennaria,arnoglossa,185169,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Antennaria neglecta,,field pussytoes,Asteraceae,Antennaria,neglecta,36745,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Antennaria parlinii,,Parlin's pussytoes,Asteraceae,Antennaria,parlinii,185167,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Antennaria plantaginifolia,,"plantainleaf pussytoes, woman's tobacco",Asteraceae,Antennaria,plantaginifolia,36717,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Antennaria solitaria,,singlehead pussytoes,Asteraceae,Antennaria,solitaria,36756,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
