Plot_Name,Unit_Code,Unit_Group,Subunit_Code,Panel,Frame,GRTS_Order,Location_Status,Location_Notes,Event_Count,Event_Earliest,Event_Latest,UTM_ZONE_NAD83_X,UTM_ZONE_NAD83_Y,Latitude,Longitude,UTM_Zone,Slope,Aspect
FRHI-008,FRHI,FRHI,NA,4,ERMN,20,Active,NA,3,20100714,20180717,592256,4404090,39.78175817,-79.92264261,17,13,294
FRHI-010,FRHI,FRHI,NA,2,ERMN,7,Active,NA,3,20080716,20160712,591905,4403837,39.77951698,-79.92677629,17,9,233
FRHI-011,FRHI,FRHI,NA,2,ERMN,9,Active,NA,3,20080716,20160712,592162,4403837,39.77948919,-79.92377566,17,5,108
FRHI-012,FRHI,FRHI,NA,4,ERMN,18,Active,NA,3,20100713,20180720,592402,4403837,39.77946317,-79.92097352,17,2,Flat
FRHI-018,FRHI,FRHI,NA,1,ERMN,3,Active,NA,4,20070529,20190723,592367,4403359,39.77516088,-79.92144939,17,3,76
FRHI-020,FRHI,FRHI,NA,2,ERMN,8,Active,NA,3,20080717,20160712,592015,4403074,39.77263156,-79.92559886,17,0,Flat
FRHI-022,FRHI,FRHI,NA,2,ERMN,6,Active,NA,3,20080716,20160714,592521,4403089,39.77271185,-79.91968949,17,2,320
FRHI-023,FRHI,FRHI,NA,3,ERMN,12,Active,NA,3,20090716,20170718,592779,4403085,39.77264774,-79.91667806,17,4,131
FRHI-024,FRHI,FRHI,NA,3,ERMN,17,Active,NA,3,20090715,20170720,591637,4402845,39.77060937,-79.93004375,17,6,355
FRHI-025,FRHI,FRHI,NA,1,ERMN,1,Active,NA,4,20070528,20190725,591905,4402845,39.77058048,-79.92691509,17,-5,287
FRHI-026,FRHI,FRHI,NA,3,ERMN,16,Active,NA,3,20090715,20170718,592165,4402832,39.77043526,-79.92388165,17,4,6
FRHI-028,FRHI,FRHI,NA,1,ERMN,4,Active,NA,4,20070530,20190723,592665,4402837,39.77042604,-79.91804392,17,8,2
FRHI-030,FRHI,FRHI,NA,2,ERMN,10,Active,NA,3,20080717,20160714,591532,4402587,39.76829645,-79.93130547,17,9,284
FRHI-032,FRHI,FRHI,NA,4,ERMN,19,Active,NA,3,20100713,20180719,592545,4402594,39.76825001,-79.91947903,17,9,335
FRHI-034,FRHI,FRHI,NA,3,ERMN,14,Active,NA,3,20090716,20170718,592992,4402621,39.76844454,-79.91425708,17,7,59
FRHI-036,FRHI,FRHI,NA,4,ERMN,23,Active,NA,3,20100713,20180720,591546,4402112,39.76401586,-79.93120821,17,51,277
FRHI-037,FRHI,FRHI,NA,1,ERMN,2,Active,NA,4,20070529,20190725,591781,4402112,39.76399056,-79.92846506,17,-5,234
GARI-003,GARI,GARI,NA,1,ERMN,13,Active,NA,4,20070804,20190802,496490,4232564,38.24107408,-81.0401101,17,55,150
GARI-015,GARI,GARI,NA,2,ERMN,18,Active,NA,3,20080731,20160728,496263,4231579,38.23219581,-81.04269892,17,30,358
GARI-018,GARI,GARI,NA,2,ERMN,24,Active,NA,3,20080801,20160728,495621,4231318,38.22984064,-81.05003279,17,37,40
GARI-020,GARI,GARI,NA,4,ERMN,43,Active,NA,3,20100802,20180807,496132,4231333,38.22997818,-81.04419438,17,30,236
GARI-023,GARI,GARI,NA,4,ERMN,19,Active,NA,3,20100728,20180807,495013,4231084,38.22772854,-81.05697792,17,23,83
GARI-035,GARI,GARI,NA,2,ERMN,22,Active,NA,3,20080730,20160727,496883,4230832,38.22546581,-81.03561152,17,35,32
GARI-038,GARI,GARI,NA,4,ERMN,42,Active,NA,3,20100727,20180808,494778,4230566,38.22305871,-81.05965905,17,19,138
GARI-044,GARI,GARI,NA,3,ERMN,38,Active,NA,3,20090818,20170828,496632,4230333,38.22096764,-81.03847681,17,33,300
GARI-051,GARI,GARI,NA,1,ERMN,7,Active,NA,4,20070803,20190802,490253,4230075,38.21859589,-81.11134836,17,26,255
GARI-054,GARI,GARI,NA,1,ERMN,1,Active,NA,4,20070801,20190801,496763,4230090,38.21877806,-81.03697913,17,75,60
GARI-055,GARI,GARI,NA,1,ERMN,17,Active,NA,4,20070805,20190730,498006,4230086,38.21874563,-81.02277923,17,58,209
GARI-060,GARI,GARI,NA,2,ERMN,20,Active,NA,3,20080728,20160729,509251,4230097,38.21879941,-80.89431758,17,25,106
GARI-063,GARI,GARI,NA,3,ERMN,32,Active,NA,3,20090806,20170808,490638,4229827,38.21636487,-81.10694691,17,63,177
GARI-066,GARI,GARI,NA,1,ERMN,9,Active,NA,4,20070731,20190731,494381,4229825,38.21637801,-81.06418873,17,6,60
GARI-073,GARI,GARI,NA,4,ERMN,45,Active,NA,3,20100729,20180809,499864,4229824,38.21638654,-81.0015536,17,22,109
GARI-074,GARI,GARI,NA,2,ERMN,26,Active,NA,3,20080731,20160725,501630,4229836,38.21649322,-80.98137964,17,7,358
GARI-081,GARI,GARI,NA,1,ERMN,4,Active,NA,4,20070731,20190731,494258,4229581,38.21417817,-81.06559184,17,64,117
GARI-085,GARI,GARI,NA,3,ERMN,35,Retired,NA,2,20090803,20130806,497774,4229567,38.21406756,-81.02542794,17,13,335
GARI-090,GARI,GARI,NA,2,ERMN,21,Active,NA,3,20080731,20160725,499760,4229577,38.21416041,-81.00274156,17,24,254
GARI-092,GARI,GARI,NA,1,ERMN,11,Active,NA,4,20070804,20190805,502000,4229576,38.21414921,-80.97715367,17,19,18
GARI-098,GARI,GARI,NA,2,ERMN,10,Active,NA,3,20080729,20160726,493385,4229332,38.21192804,-81.07556194,17,47,45
GARI-099,GARI,GARI,NA,3,ERMN,29,Active,NA,3,20090818,20170810,493847,4229335,38.21195836,-81.07028463,17,68,328
GARI-100,GARI,GARI,NA,4,ERMN,46,Active,NA,3,20100727,20180808,494894,4229316,38.21179367,-81.05832481,17,35,196
GARI-106,GARI,GARI,NA,3,ERMN,36,Active,NA,3,20090804,20170810,502123,4229345,38.21206702,-80.97574931,17,29,248
GARI-121,GARI,GARI,NA,3,ERMN,15,Active,NA,3,20090803,20170809,498007,4229082,38.20969701,-81.02276498,17,40,82
GARI-122,GARI,GARI,NA,1,ERMN,8,Active,NA,4,20070805,20190730,498763,4229087,38.20974343,-81.01412961,17,11,252
GARI-123,GARI,GARI,NA,3,ERMN,27,Active,NA,3,20090806,20170808,509264,4229084,38.20966955,-80.89418229,17,18,22
GARI-125,GARI,GARI,NA,4,ERMN,44,Active,NA,3,20100729,20180809,509745,4229074,38.20957435,-80.88868823,17,61,97
GARI-129,GARI,GARI,NA,1,ERMN,16,Active,NA,4,20070803,20190729,492130,4228830,38.20739363,-81.089892,17,32,274
GARI-152,GARI,GARI,NA,4,ERMN,40,Retired,NA,2,20100802,20140731,498008,4228585,38.20521776,-81.02275217,17,65,52
GARI-158,GARI,GARI,NA,1,ERMN,2,Active,NA,4,20070802,20190804,509515,4228583,38.20515164,-80.89132197,17,55,119
GARI-172,GARI,GARI,NA,4,ERMN,37,Active,NA,3,20100728,20180806,493257,4228087,38.20070644,-81.07701224,17,21,179
GARI-174,GARI,GARI,NA,2,ERMN,12,Active,NA,3,20080729,20160726,493759,4228091,38.20074611,-81.07127891,17,23,250
GARI-195,GARI,GARI,NA,3,ERMN,31,Active,NA,3,20090804,20170807,503000,4227582,38.19617534,-80.96573893,17,20,173
GARI-198,GARI,GARI,NA,1,ERMN,6,Active,NA,4,20070802,20190805,504999,4227580,38.19614843,-80.94290965,17,40,180
GARI-203,GARI,GARI,NA,4,ERMN,48,Active,NA,3,20100726,20180805,505006,4227089,38.19172321,-80.94283317,17,41,329
GARI-204,GARI,GARI,NA,3,ERMN,49,Active,NA,1,20170815,20170815,505258,4227081,38.191664,-80.939952,17,10,335
GARI-206,GARI,GARI,NA,4,ERMN,23,Active,NA,3,20100726,20180805,504881,4226841,38.18948877,-80.94426233,17,66,319
GARI-214,GARI,GARI,NA,1,ERMN,3,Active,NA,4,20070801,20190801,504754,4226080,38.18263085,-80.94571767,17,40,0
GARI-215,GARI,GARI,NA,3,ERMN,28,Active,NA,3,20090805,20170816,505025,4226074,38.1825753,-80.94262337,17,13,13
GARI-222,GARI,GARI,NA,2,ERMN,25,Active,NA,3,20080730,20160727,504256,4225080,38.17362072,-80.95140994,17,40,45
GARI-251,GARI,GARI,NA,2,ERMN,929,Active,NA,1,20160816,20160816,504138,4228342,38.203025,-80.952736,17,22,226
GARI-252,GARI,GARI,NA,2,ERMN,932,Active,NA,1,20160804,20160804,503822,4228337,38.202987,-80.955662,17,70,187
GARI-253,GARI,GARI,NA,4,ERMN,64,Active,NA,1,20180819,20180819,503880,4227834,38.198449,-80.955691,17,74,20
GARI-254,GARI,GARI,NA,4,ERMN,61,Active,NA,1,20180818,20180818,504502,4227601,38.196352,-80.948581,17,50,29
JOFL-004,JOFL,JOFL,NA,3,ERMN,9,Active,NA,3,20090722,20170726,688718,4468651,40.34708274,-78.77794361,17,-2,347
JOFL-006,JOFL,JOFL,NA,4,ERMN,12,Active,NA,3,20100707,20180710,688774,4468558,40.34623285,-78.77731221,17,7,92
JOFL-007,JOFL,JOFL,NA,2,ERMN,4,Active,NA,3,20080722,20160720,688854,4468574,40.34635878,-78.7763662,17,13,102
JOFL-008,JOFL,JOFL,NA,3,ERMN,8,Active,NA,3,20090722,20170726,688611,4468445,40.34525242,-78.77926344,17,16,267
JOFL-010,JOFL,JOFL,NA,2,ERMN,5,Active,NA,3,20080722,20160720,688822,4468450,40.34524972,-78.77677938,17,25,128
JOFL-012,JOFL,JOFL,NA,1,ERMN,13,Active,NA,3,20110707,20190716,689209,4468456,40.34521608,-78.77222426,17,14,276
JOFL-014,JOFL,JOFL,NA,4,ERMN,11,Active,NA,3,20100707,20180710,689158,4468360,40.34436341,-78.77285275,17,13,336
JOFL-016,JOFL,JOFL,NA,1,ERMN,14,Active,NA,3,20110707,20190716,688609,4468260,40.34358741,-78.77934161,17,10,243
JOFL-018,JOFL,JOFL,NA,3,ERMN,7,Active,NA,3,20090722,20170726,689132,4468264,40.34350507,-78.77318709,17,18,335
JOFL-021,JOFL,JOFL,NA,2,ERMN,6,Active,NA,3,20080722,20160720,688624,4468062,40.34180153,-78.77922361,17,5,45
JOFL-023,JOFL,JOFL,NA,4,ERMN,10,Active,NA,3,20100707,20180710,688762,4467962,40.34087009,-78.77762957,17,13,32
JOFL-024,JOFL,JOFL,NA,1,ERMN,2,Active,NA,4,20070910,20190716,688894,4467878,40.34008401,-78.77610143,17,8,72
NERI-003,NERI,NERI,NA,4,ERMN,112,Active,NA,3,20100810,20180731,491872,4213778,38.07173258,-81.09266718,17,11,337
NERI-015,NERI,NERI,NA,4,ERMN,114,Active,NA,2,20140603,20180530,492623,4210782,38.04474568,-81.08407416,17,15,251
NERI-016,NERI,NERI,NA,1,ERMN,20,Active,NA,4,20070618,20190520,493371,4210782,38.04474245,-81.07554936,17,27,120
NERI-017,NERI,NERI,NA,4,ERMN,107,Active,NA,3,20100810,20180731,494107,4210783,38.04475655,-81.06716133,17,24,91
NERI-019,NERI,NERI,NA,1,ERMN,29,Active,NA,4,20070622,20190520,496739,4210036,38.03803728,-81.03716156,17,17,60
NERI-022,NERI,NERI,NA,3,ERMN,88,Active,NA,3,20090812,20170823,498612,4209275,38.03118331,-81.01581584,17,52,135
NERI-024,NERI,NERI,NA,3,ERMN,78,Active,NA,3,20090603,20170531,497498,4208527,38.0244393,-81.02850691,17,33,240
NERI-025,NERI,NERI,NA,3,ERMN,65,Active,NA,3,20090812,20170823,498255,4208532,38.02448614,-81.01988193,17,23,325
NERI-029,NERI,NERI,NA,4,ERMN,93,Active,NA,3,20100524,20180524,498999,4207049,38.01112118,-81.01140298,17,41,102
NERI-030,NERI,NERI,NA,1,ERMN,11,Active,NA,4,20070619,20190514,497103,4206276,38.00415014,-81.03299831,17,27,150
NERI-031,NERI,NERI,NA,4,ERMN,109,Active,NA,3,20100524,20180524,499356,4206277,38.00416355,-81.00733549,17,49,238
NERI-039,NERI,NERI,NA,3,ERMN,72,Active,NA,3,20090521,20170530,502748,4205518,37.99731882,-80.96870178,17,13,130
NERI-040,NERI,NERI,NA,3,ERMN,81,Active,NA,3,20090521,20170530,503500,4205531,37.9974334,-80.96013685,17,48,285
NERI-043,NERI,NERI,NA,2,ERMN,39,Active,NA,3,20080520,20160519,498621,4204783,37.99069745,-81.01570464,17,42,295
NERI-044,NERI,NERI,NA,2,ERMN,22,Active,NA,3,20080520,20160519,499376,4204777,37.99064421,-81.00710638,17,27,178
NERI-047,NERI,NERI,NA,4,ERMN,98,Active,NA,3,20100803,20180730,503119,4204777,37.99063906,-80.96447952,17,34,38
NERI-050,NERI,NERI,NA,4,ERMN,105,Active,NA,3,20100810,20180801,499749,4204027,37.9838847,-81.00285823,17,11,356
NERI-052,NERI,NERI,NA,1,ERMN,18,Active,NA,4,20070619,20190528,504995,4204033,37.98392506,-80.94312002,17,60,180
NERI-054,NERI,NERI,NA,4,ERMN,91,Active,NA,3,20100803,20180730,503864,4203283,37.97717089,-80.95600319,17,6,48
NERI-058,NERI,NERI,NA,1,ERMN,25,Active,NA,4,20070624,20190514,498248,4202529,37.97038167,-81.01994703,17,32,260
NERI-062,NERI,NERI,NA,2,ERMN,13,Active,NA,3,20080605,20160517,499365,4201772,37.96356033,-81.00722899,17,62,249
NERI-064,NERI,NERI,NA,2,ERMN,32,Active,NA,3,20080523,20160518,496017,4201041,37.95696334,-81.04533936,17,35,318
NERI-065,NERI,NERI,NA,4,ERMN,100,Active,NA,3,20100519,20180523,497493,4201035,37.95691454,-81.02853771,17,28,42
NERI-070,NERI,NERI,NA,2,ERMN,48,Active,NA,3,20080523,20160602,494865,4200280,37.95009869,-81.05844739,17,-10,13
NERI-071,NERI,NERI,NA,3,ERMN,60,Active,NA,3,20090519,20170522,497110,4200269,37.95000947,-81.0328944,17,34,319
NERI-072,NERI,NERI,NA,4,ERMN,79,Active,NA,3,20100519,20180522,497902,4200287,37.95017387,-81.0238798,17,44,280
NERI-075,NERI,NERI,NA,4,ERMN,90,Active,NA,3,20100811,20180813,492993,4199536,37.94338052,-81.07974753,17,36,63
NERI-078,NERI,NERI,NA,2,ERMN,38,Active,NA,3,20080523,20160518,497497,4199531,37.94335904,-81.02848694,17,3,327
NERI-081,NERI,NERI,NA,2,ERMN,44,Active,NA,3,20080519,20160523,491076,4198764,37.93640569,-81.10155553,17,55,152
NERI-086,NERI,NERI,NA,3,ERMN,71,Active,NA,3,20090519,20170522,496376,4198765,37.9364513,-81.04124132,17,17,65
NERI-089,NERI,NERI,NA,4,ERMN,86,Active,NA,3,20100604,20180518,489986,4198035,37.92982387,-81.11394962,17,23,109
NERI-091,NERI,NERI,NA,2,ERMN,31,Active,NA,3,20080522,20160601,493755,4198018,37.92970436,-81.07106194,17,51,128
NERI-097,NERI,NERI,NA,4,ERMN,102,Active,NA,3,20100812,20180813,497116,4195785,37.90959516,-81.03280814,17,48,22
NERI-100,NERI,NERI,NA,1,ERMN,15,Active,NA,4,20070606,20190529,493747,4195029,37.90276438,-81.07112703,17,25,150
NERI-103,NERI,NERI,NA,3,ERMN,69,Active,NA,3,20090811,20170824,496744,4195033,37.9028161,-81.03703659,17,36,348
NERI-106,NERI,NERI,NA,1,ERMN,27,Active,NA,4,20070623,20190516,499748,4195028,37.90277683,-81.00286647,17,4,4
NERI-109,NERI,NERI,NA,4,ERMN,94,Active,NA,3,20100527,20180523,495624,4194287,37.89608767,-81.04977191,17,73,18
NERI-110,NERI,NERI,NA,2,ERMN,56,Active,NA,3,20080813,20160808,496362,4194287,37.89609092,-81.04137802,17,67,13
NERI-111,NERI,NERI,NA,1,ERMN,26,Active,NA,4,20070623,20190516,498622,4194291,37.8961332,-81.01567316,17,66,0
NERI-117,NERI,NERI,NA,1,ERMN,16,Active,NA,4,20070621,20190521,495996,4193526,37.88923044,-81.04553662,17,6,330
NERI-118,NERI,NERI,NA,1,ERMN,7,Active,NA,4,20070607,20190521,496741,4193544,37.88939565,-81.03706398,17,-17,250
NERI-121,NERI,NERI,NA,2,ERMN,113,Active,NA,1,20160815,20160815,498991,4193534,37.889294,-81.011477,17,44,209
NERI-122,NERI,NERI,NA,4,ERMN,106,Active,NA,3,20100521,20180521,492617,4192776,37.8824495,-81.08395755,17,48,158
NERI-129,NERI,NERI,NA,2,ERMN,28,Active,NA,3,20080522,20160601,491512,4192005,37.87549079,-81.09651424,17,15,34
NERI-131,NERI,NERI,NA,3,ERMN,68,Active,NA,3,20090527,20170525,493737,4192033,37.87576118,-81.07121476,17,8,286
NERI-133,NERI,NERI,NA,3,ERMN,66,Active,NA,3,20090813,20170817,495990,4192022,37.87567474,-81.0455965,17,21,25
NERI-134,NERI,NERI,NA,4,ERMN,103,Active,NA,3,20100603,20180529,496743,4192043,37.87586702,-81.03703446,17,18,98
NERI-135,NERI,NERI,NA,1,ERMN,4,Active,NA,4,20070607,20190530,497484,4192030,37.8757522,-81.02860871,17,13,0
NERI-136,NERI,NERI,NA,1,ERMN,3,Active,NA,4,20070608,20190530,498245,4192028,37.87573596,-81.01995559,17,1,180
NERI-140,NERI,NERI,NA,4,ERMN,96,Active,NA,3,20100521,20180521,491119,4191284,37.86898861,-81.10097404,17,50,70
NERI-142,NERI,NERI,NA,2,ERMN,59,Active,NA,3,20080813,20160808,492616,4191281,37.86897494,-81.08395363,17,45,310
NERI-148,NERI,NERI,NA,3,ERMN,75,Active,NA,3,20090520,20170523,498620,4191272,37.86892271,-81.01569013,17,4,111
NERI-155,NERI,NERI,NA,2,ERMN,53,Active,NA,3,20080527,20160531,491492,4190531,37.86220531,-81.09672428,17,24,187
NERI-157,NERI,NERI,NA,3,ERMN,80,Active,NA,3,20090813,20170817,494483,4190521,37.8621382,-81.06272067,17,42,154
NERI-159,NERI,NERI,NA,1,ERMN,21,Active,NA,4,20070624,20190529,496744,4190530,37.86223021,-81.03701627,17,17,88
NERI-162,NERI,NERI,NA,3,ERMN,67,Active,NA,3,20090520,20170529,500480,4190472,37.86171314,-80.99454309,17,2,Flat
NERI-165,NERI,NERI,NA,1,ERMN,8,Active,NA,4,20070605,20190528,503501,4190542,37.86233746,-80.96019836,17,40,52
NERI-171,NERI,NERI,NA,2,ERMN,49,Active,NA,3,20080606,20160603,492616,4189783,37.85547331,-81.08393831,17,16,152
NERI-174,NERI,NERI,NA,3,ERMN,82,Active,NA,3,20090518,20170524,495616,4189778,37.85544762,-81.04983552,17,24,85
NERI-179,NERI,NERI,NA,2,ERMN,51,Active,NA,3,20080521,20160602,503872,4189780,37.85546796,-80.95598468,17,30,88
NERI-180,NERI,NERI,NA,4,ERMN,97,Active,NA,3,20100804,20180802,504619,4189788,37.85553659,-80.94749304,17,27,186
NERI-181,NERI,NERI,NA,1,ERMN,10,Active,NA,4,20070608,20190513,505359,4189766,37.85533425,-80.93908118,17,35,210
NERI-182,NERI,NERI,NA,3,ERMN,85,Active,NA,3,20090820,20170821,506096,4189777,37.85542876,-80.93070319,17,18,20
NERI-183,NERI,NERI,NA,4,ERMN,84,Active,NA,3,20100805,20180815,490728,4189047,37.84882241,-81.10539086,17,67,28
NERI-184,NERI,NERI,NA,2,ERMN,35,Active,NA,3,20080527,20160531,491543,4189061,37.84895652,-81.09612728,17,31,0
NERI-190,NERI,NERI,NA,2,ERMN,46,Active,NA,3,20080521,20160524,500500,4189033,37.84874324,-80.99431672,17,23,178
NERI-193,NERI,NERI,NA,2,ERMN,57,Active,NA,3,20080526,20160524,504998,4189023,37.84863955,-80.94319001,17,15,270
NERI-194,NERI,NERI,NA,3,ERMN,76,Active,NA,3,20090526,20170524,505746,4189030,37.84869823,-80.93468778,17,10,0
NERI-198,NERI,NERI,NA,1,ERMN,5,Active,NA,4,20070610,20190523,493370,4188273,37.84186929,-81.0753533,17,86,300
NERI-203,NERI,NERI,NA,1,ERMN,14,Active,NA,4,20070620,20190515,497869,4188281,37.84196301,-81.02421993,17,38,0
NERI-205,NERI,NERI,NA,4,ERMN,110,Active,NA,3,20100804,20180802,499371,4188285,37.84200134,-81.00714892,17,24,334
NERI-211,NERI,NERI,NA,4,ERMN,111,Active,NA,3,20100525,20180528,505364,4188287,37.8420038,-80.93903531,17,16,244
NERI-212,NERI,NERI,NA,4,ERMN,87,Retired,NA,1,20100518,20100518,509118,4188288,37.841983,-80.89636916,17,25,218
NERI-213,NERI,NERI,NA,2,ERMN,37,Retired,NA,1,20080812,20080812,509866,4188278,37.84188508,-80.8878679,17,35,166
NERI-215,NERI,NERI,NA,4,ERMN,99,Active,NA,3,20100809,20180801,511373,4188263,37.84173233,-80.87074036,17,25,184
NERI-216,NERI,NERI,NA,4,ERMN,92,Active,NA,3,20100520,20180528,497510,4187535,37.83523829,-81.02829758,17,56,233
NERI-218,NERI,NERI,NA,1,ERMN,23,Active,NA,4,20070620,20190515,498999,4187532,37.83521411,-81.01137585,17,52,180
NERI-223,NERI,NERI,NA,3,ERMN,64,Active,NA,3,20090528,20170601,502746,4187532,37.83521052,-80.96879312,17,46,162
NERI-225,NERI,NERI,NA,3,ERMN,83,Active,NA,3,20090819,20170829,504238,4187524,37.8351327,-80.95183736,17,29,250
NERI-230,NERI,NERI,NA,3,ERMN,61,Active,NA,3,20090820,20170821,509501,4187527,37.83512009,-80.89202618,17,5,298
NERI-232,NERI,NERI,NA,1,ERMN,1,Active,NA,4,20070609,20190522,495633,4186766,37.82830012,-81.04962408,17,67,0
NERI-233,NERI,NERI,NA,3,ERMN,63,Active,NA,3,20090810,20170814,498607,4186809,37.82869708,-81.01582934,17,46,353
NERI-234,NERI,NERI,NA,3,ERMN,73,Active,NA,3,20090810,20170814,499364,4186781,37.82844555,-81.00722715,17,30,12
NERI-235,NERI,NERI,NA,4,ERMN,101,Active,NA,3,20100527,20180531,500119,4186843,37.82900458,-80.99864774,17,50,2
NERI-237,NERI,NERI,NA,4,ERMN,104,Active,NA,3,20100526,20180525,503873,4186783,37.82845558,-80.95598936,17,61,209
NERI-240,NERI,NERI,NA,3,ERMN,77,Active,NA,3,20090819,20170829,506874,4186787,37.82847395,-80.92188764,17,13,150
NERI-245,NERI,NERI,NA,2,ERMN,42,Active,NA,3,20080526,20160530,495247,4186030,37.8216645,-81.05400552,17,35,316
NERI-249,NERI,NERI,NA,2,ERMN,50,Active,NA,3,20080528,20160525,504259,4186034,37.82170299,-80.95160748,17,19,74
NERI-252,NERI,NERI,NA,2,ERMN,47,Active,NA,3,20080530,20160516,507236,4186034,37.82168424,-80.9177816,17,22,182
NERI-253,NERI,NERI,NA,1,ERMN,12,Active,NA,4,20070610,20190522,507997,4186031,37.82165085,-80.90913485,17,-38,180
NERI-264,NERI,NERI,NA,2,ERMN,52,Active,NA,3,20080530,20160516,508751,4184530,37.80811516,-80.90058575,17,35,212
NERI-270,NERI,NERI,NA,2,ERMN,30,Active,NA,3,20080529,20160603,499001,4183031,37.79464577,-81.01134691,17,7,72
NERI-274,NERI,NERI,NA,4,ERMN,89,Active,NA,3,20100518,20180531,498621,4182280,37.78787634,-81.01566162,17,23,307
NERI-276,NERI,NERI,NA,3,ERMN,70,Active,NA,3,20090529,20170607,497476,4181539,37.78119509,-81.02866307,17,65,318
NERI-287,NERI,NERI,NA,2,ERMN,43,Active,NA,3,20080529,20160603,498987,4180082,37.76806572,-81.01150181,17,2,345
NERI-288,NERI,NERI,NA,2,ERMN,40,Active,NA,3,20080811,20160811,497130,4179274,37.76077906,-81.03258336,17,40,350
NERI-289,NERI,NERI,NA,2,ERMN,55,Active,NA,3,20080811,20160811,498622,4179285,37.76088167,-81.01564458,17,35,260
NERI-291,NERI,NERI,NA,2,ERMN,34,Active,NA,3,20080604,20160526,506496,4178534,37.75409067,-80.92625698,17,25,87
NERI-294,NERI,NERI,NA,2,ERMN,58,Active,NA,3,20080604,20160526,506120,4177785,37.74734232,-80.93053167,17,-68,50
NERI-299,NERI,NERI,NA,3,ERMN,62,Active,NA,3,20090602,20170606,509119,4176279,37.73374334,-80.89650886,17,50,280
NERI-301,NERI,NERI,NA,3,ERMN,74,Active,NA,3,20090602,20170606,506867,4174769,37.72015291,-80.92208095,17,15,12
NERI-303,NERI,NERI,NA,2,ERMN,45,Active,NA,3,20080812,20160817,508384,4174788,37.72031153,-80.90486752,17,70,125
NERI-317,NERI,NERI,NA,2,ERMN,160,Active,NA,2,20110815,20160815,495246,4210027,38.03794955,-81.05417536,17,20,354
NERI-378,NERI,NERI,NA,3,ERMN,162,Active,NA,2,20110810,20160817,509115,4174783,37.72025947,-80.89657301,17,37,89
